,Outage_sec_perweek,MonthlyCharge,Bandwidth_GB_Year,churn_dummy
167,9.217689334,149.959755,1112.937102,1
168,9.591529444,137.469817,1623.045026,0
169,13.36027908,187.656013,1479.730181,1
170,4.372034777,164.985293,2144.735024,1
171,10.59285179,159.965008,1522.289512,1
172,12.81260566,172.462354,1974.780054,0
173,3.767298987,204.949594,1261.177198,1
174,17.56798903,147.473844,939.7181324,0
175,11.2369761,162.471255,1357.062854,1
176,8.54892416,119.95684,1456.887443,0
177,6.094109902,207.609354,937.5863866,1
178,13.9077275,194.999168,830.1193011,0
179,7.905333122,174.975543,737.8564608,0
180,12.53830949,240.114868,1781.854862,1
181,12.8219418,240.114868,2464.577489,1
182,8.941553742,139.983006,2392.203409,0
183,10.51043963,240.114868,1664.19271,1
184,11.86384439,209.993134,1433.616898,1
185,10.76051016,147.456419,823.4933243,0
186,11.05420024,107.495766,1468.357421,0
187,8.174495258,152.502178,590.7765801,1
188,10.05388383,79.978861,418.6206885,0
189,7.045552801,142.482694,1181.991846,0
190,8.957297136,117.439154,733.4036934,0
191,15.74015572,220.132293,1719.173387,1
192,13.41209586,152.455519,1205.956363,1
193,14.89835355,174.961766,1261.032763,0
194,13.62135046,202.443347,741.7766988,1
195,14.95912113,210.12704,932.6084359,1
196,11.741245,139.979239,1708.614019,0
197,7.765121655,139.965008,1363.58603,0
198,7.130431693,137.439154,472.1057019,0
199,8.359515606,102.474625,558.2340556,0
200,9.42799205,252.637807,815.194738,1
201,10.95510131,194.999168,2007.303617,1
202,10.8621377,242.610632,2088.48083,1
203,7.352533505,127.458638,1430.761492,0
204,11.38860234,129.976324,822.3008694,0
205,9.580144161,240.114868,2059.200998,1
206,10.79191234,174.975543,617.542543,0
207,9.982341124,169.944668,758.4775985,0
208,6.511921085,162.511928,894.6733856,1
209,10.70500472,119.95684,1639.898269,0
210,11.58410296,137.439154,710.7541633,0
211,8.01651453,207.46728,1092.226042,0
212,15.12148226,149.974105,757.0097075,0
213,12.63643487,225.178625,2301.850721,0
214,16.68178185,232.637807,2401.406545,1
215,11.08409914,117.472036,1535.788894,0
216,12.99948061,137.469817,1536.589816,0
217,11.17949466,220.132293,2153.778421,0
218,7.369412654,124.960655,2409.195918,0
219,9.84688181,199.990219,1342.862457,0
220,18.19542503,159.947583,1046.054674,1
221,13.53989069,245.145743,1204.479468,1
222,5.458806701,255.155493,1616.908193,1
223,12.0772854,134.950905,345.0099528,0
224,6.918984305,159.947583,1427.088655,1
225,14.84155042,139.987503,1452.334634,0
226,12.66717474,179.947583,795.4957358,1
227,11.43786808,127.473844,1333.894229,0
228,6.915228797,232.637807,1402.20491,1
229,11.30215199,195.006206,1447.196935,1
230,9.513085538,267.642733,1662.510936,1
231,9.497106973,149.959755,1707.641161,0
232,12.21852573,220.114868,2181.752793,1
233,8.272244827,157.483594,1575.683555,0
234,10.24857935,127.474951,1029.489242,0
235,6.743431946,139.981577,2370.184448,0
236,12.4703522,255.133571,3309.919373,1
237,7.913676085,194.966286,1623.273925,1
238,9.362849722,179.965581,1146.199921,0
239,17.41324465,174.976769,2229.268031,1
240,13.43700846,187.609354,2512.36494,0
241,11.95206054,169.937833,1297.388488,0
242,4.550449856,115.002061,283.39178,0
243,6.09060584,152.462354,1947.7853,1
244,10.2863601,207.609354,849.1972541,1
245,11.17709222,147.503078,2131.359827,0
246,14.12145884,200.118516,1464.035068,0
247,7.799780591,137.497825,1381.538548,0
248,7.122072827,134.980139,1248.626874,0
249,9.329902365,147.442069,558.3751762,0
250,7.509389052,197.494455,676.2178659,0
251,15.06990851,162.529926,1641.938696,0
252,9.321265424,210.151777,1811.964373,1
253,3.564651961,159.965581,1066.632555,1
254,7.779622319,190.173699,1514.131966,1
255,10.74985413,202.649979,1189.549671,1
256,7.738373361,134.950905,1114.020282,0
257,12.01267388,142.500692,1078.291303,0
258,14.04748759,114.997564,854.2977548,0
259,3.11231175,232.62403,1489.077486,1
260,8.284591121,242.628057,1649.312808,1
261,6.269792565,202.443347,905.1959227,1
262,9.803905459,124.993537,684.6318529,0
263,8.571019738,174.976769,1662.533055,0
264,10.00344746,225.145743,2436.57146,1
265,4.255224068,275.133571,2677.74041,1
266,11.2714618,287.642733,1779.309609,1
267,8.477982632,177.65076,1494.716409,1
268,9.753145376,220.114868,1740.72604,1
269,14.57387887,197.516854,704.7552669,1
270,13.13441554,194.974431,558.4710883,0
271,11.62771397,175.133074,1282.279049,1
272,6.114030983,147.478341,287.8189836,1
273,12.76603868,134.980139,1129.529441,0
274,6.348897952,157.483594,394.0148722,0
275,16.10939031,255.141716,1302.230824,0
276,7.151598137,137.439154,970.4682919,0
277,4.575363954,235.159141,2522.88913,0
278,13.42263904,147.460067,682.9871863,1
279,3.559550725,232.637807,1537.109931,1
280,5.971214226,137.439154,1961.923965,1
281,7.287197615,129.948316,676.1747964,0
282,11.30031859,242.632554,929.2607767,1
283,10.26519974,187.609354,1849.484087,1
284,16.28075484,232.652038,1998.680227,1
285,10.96553586,159.980465,1898.877878,0
286,10.93514898,159.947583,992.3501481,1
287,2.98020454,137.487242,994.6354785,0
288,17.05256354,245.131966,954.0290712,1
289,12.29165611,117.439154,1775.838153,0
290,10.32744663,209.993134,1297.050577,1
291,9.22949351,169.974105,1746.405243,0
292,10.02758972,197.470195,1698.465833,0
293,7.259022839,137.516476,665.4740915,1
294,10.97274944,207.475448,1886.153328,1
295,11.87042081,160.00128,958.6989908,0
296,9.531063533,147.478341,1446.203986,0
297,8.798065013,127.488728,774.6125757,0
298,15.27146446,139.981577,1939.811149,0
299,7.014445177,220.132293,1165.564309,1
300,10.62019312,214.952509,750.8768234,0
301,10.04585562,139.99789,1292.3206,0
302,10.88047174,270.160419,2335.130986,1
303,9.975481565,202.443347,769.8534863,1
304,7.248946018,172.47417,1729.837284,0
305,9.53003591,137.468388,649.3891796,1
306,6.592317798,104.962874,823.0046464,0
307,8.124261532,174.969934,1107.882056,0
308,11.44655577,139.99789,683.8622599,0
309,10.1755818,144.988941,1301.49424,0
310,13.7362126,114.997564,1079.012505,0
311,13.93422217,172.484753,1283.463995,1
312,3.405050602,124.97808,987.653655,0
313,10.69284712,174.991856,1088.263081,0
314,10.11985468,92.488023,583.0259559,0
315,5.863179258,139.965008,1778.733282,0
316,13.357551,192.470522,900.4043765,1
317,14.04061351,220.118516,1693.576099,1
318,4.586902043,232.622804,1143.826239,1
319,11.03563726,210.156274,886.340074,0
320,11.32768159,114.972827,373.2772664,0
321,5.307097721,149.977753,1245.328696,0
322,8.993783986,184.985293,1564.936841,1
323,11.05733159,132.479779,1354.401018,0
324,8.702618087,190.12704,1971.429689,1
325,7.045651851,92.488023,623.7865683,0
326,12.61411193,220.114868,3040.553763,1
327,9.703658153,107.495766,864.7036995,1
328,8.220453321,169.967067,2042.113893,0
329,8.816497541,222.679213,1973.661316,1
330,11.11756812,200.132293,1755.645123,1
331,13.07119875,262.610632,1758.735654,1
332,12.10865222,152.495236,557.0118807,1
333,9.681031902,202.636202,2205.334092,0
334,10.49495185,127.478341,1451.201108,0
335,7.535866122,159.983006,609.0598401,0
336,8.713443753,124.960655,1221.100604,1
337,7.191637555,252.62403,745.0493094,1
338,12.2870805,104.97808,1220.452161,0
339,10.66015784,204.961033,1771.472597,1
340,7.044096971,245.145743,1201.484293,1
341,12.14893118,95.019486,764.3017535,0
342,12.71107869,169.937833,1022.415622,0
343,9.759360165,207.475448,1284.442486,1
344,2.816821044,114.983787,289.9240291,0
345,9.617602049,232.637807,1718.600163,1
346,13.06640293,225.131966,2494.633068,0
347,8.669204519,212.641455,2270.749222,1
348,13.97477268,152.495236,567.6177123,1
349,11.19861363,134.950905,380.0501404,1
350,10.18921185,200.132293,1436.408211,1
351,9.518819692,197.470195,1852.503069,0
352,11.01996949,192.456745,1312.008382,0
353,14.91100172,162.471255,863.0820861,1
354,11.17971961,222.660939,1854.793303,1
355,12.16826675,114.950905,1778.431765,0
356,17.39213562,182.446995,764.2419259,1
357,12.02476736,95.005709,307.018806,0
358,6.6769165,172.456745,1179.782483,1
359,11.78679636,177.65076,1040.034575,0
360,7.846521648,207.638588,1080.159892,0
361,5.670110512,220.118516,775.5613336,1
362,13.37036883,137.468388,1061.587971,0
363,9.826229752,159.965008,1334.403775,1
364,12.07226102,182.465269,2346.143947,0
365,15.42491471,129.977753,1491.768656,0
366,8.601959705,112.484375,927.1279646,1
367,8.787582345,127.488728,686.9354616,0
368,6.362190982,162.471255,1460.513443,0
369,9.507249087,154.961766,1942.250203,1
370,12.06831191,194.976769,1923.549943,0
371,5.600227586,192.48852,1239.802036,0
372,13.15969677,162.452604,2499.186161,0
373,6.18537496,107.48056,302.3848209,0
374,9.089998883,142.482694,1865.48625,1
375,11.21142669,165.018175,908.7910203,1
376,5.868957217,125.007314,790.9469893,0
377,2.657311067,139.987503,956.2636975,1
378,13.75498892,112.455141,639.3261343,0
379,11.07079287,212.622804,1572.045646,1
380,10.74788638,182.460772,3099.922244,0
381,15.68552752,159.947583,1599.727567,1
382,10.08605721,245.145743,2188.672399,0
383,16.26782621,149.977753,1586.699491,0
384,4.946414499,184.967019,1828.279015,1
385,14.19610787,92.455141,1866.966586,0
386,15.83394061,149.944668,1718.555203,0
387,7.663279641,167.456419,556.2193844,1
388,7.43893815,197.516854,1035.183038,1
389,11.70582668,152.488401,1580.43019,1
390,13.60774223,162.482694,703.6927423,1
391,6.02604588,262.610632,1842.258692,1
392,8.273678516,190.173699,1167.271182,1
393,9.424686492,187.513939,1007.289786,1
394,10.05990041,212.641455,1500.69101,1
395,12.69711858,104.964303,1404.773397,0
396,10.3853182,232.637807,1342.310858,1
397,10.48123205,142.499263,1250.94478,0
398,13.43076227,277.63748,1710.958869,1
399,7.951590644,112.455141,169.3992798,0
400,9.100502767,220.118516,1261.554565,1
401,11.9086306,139.951231,794.9581116,1
402,5.304627269,184.978458,713.364269,0
403,12.07096717,210.138,952.5914921,1
404,7.336943024,142.468917,778.6094503,0
405,10.16142541,160.00128,627.0001275,0
406,9.632814549,127.481989,2938.319116,0
407,6.346778536,162.452604,1566.001524,0
408,12.1986895,172.457857,1889.642423,0
409,6.444558317,255.155493,1420.771651,0
410,11.7174619,184.979684,1254.725693,1
411,6.286550988,175.006206,1570.345219,1
412,9.886595026,112.455141,500.4406927,0
413,7.972497589,194.958118,1563.848623,0
414,11.10996233,172.44408,787.0962355,0
415,9.301929385,200.165175,1119.610001,0
416,8.535578793,127.460067,1155.782468,0
417,9.083448287,147.478341,1995.346628,0
418,9.581508542,207.49737,922.1362066,0
419,8.763218085,169.937833,717.6823944,0
420,12.72077056,152.457857,2223.835601,0
421,5.304635517,162.460772,1143.685617,0
422,11.18732698,200.132293,1537.296207,1
423,11.6443975,182.460772,1614.544362,1
424,9.83612847,124.97808,758.8338668,0
425,9.202197695,230.105118,1317.766231,1
426,6.187489206,147.473844,1189.578203,0
427,9.320914781,142.482694,1467.273158,0
428,6.697226378,152.479779,2192.693797,0
429,16.41445271,105.010962,1568.47416,0
430,4.964218639,114.965789,1376.095043,0
431,6.702458265,184.978458,811.5600648,1
432,8.623296005,134.950905,243.2617759,0
433,4.874661522,182.490006,676.6465414,1
434,4.924368526,192.470522,801.4709595,1
435,9.173811061,149.962093,1316.145864,1
436,9.553427818,95.019486,1270.217581,0
437,6.007630739,245.174977,1339.709597,1
438,18.39537758,169.944668,1624.799349,0
439,14.02031408,207.49737,1400.834009,0
440,12.07594948,245.145743,1149.108155,1
441,13.40034021,127.478341,1387.016004,0
442,13.1215267,182.467607,544.12326,1
443,10.4523599,267.642733,1803.917571,1
444,10.07963518,104.992311,1518.747945,0
445,5.763454353,164.978458,1932.20577,1
446,9.086330232,240.114868,1886.312286,1
447,10.04912841,124.960655,1738.71901,0
448,8.431329813,127.442069,1060.026737,1
449,8.961461799,169.992756,250.9270047,0
450,12.87091514,169.992756,1916.832871,0
451,7.236546463,179.979358,573.9920618,0
452,7.048563699,134.950905,272.9823095,0
453,13.17156155,192.440432,1233.975771,0
454,11.11418795,172.440432,1552.772876,0
455,5.236234219,212.669463,1259.735294,1
456,10.08565191,175.133074,1287.821218,1
457,4.843029288,159.965008,1516.667438,0
458,7.565105658,112.484375,589.9932647,0
459,7.940679007,179.965581,1021.482609,0
460,12.94031641,252.62403,1267.634616,1
461,7.794425904,95.005709,1266.503765,0
462,4.88644359,240.114868,1877.852717,1
463,10.84392109,105.010962,1541.134986,0
464,9.879617841,182.45383,744.2470872,0
465,11.26553266,149.944668,2023.519366,1
466,13.28523257,144.960655,1428.427469,0
467,15.62909771,187.609354,1283.253595,1
468,11.31172944,129.962093,2256.776479,0
469,11.06959212,129.976324,955.0876357,0
470,13.45818264,192.440432,499.7170655,1
471,11.06361355,172.44408,1562.32774,1
472,11.56147327,117.485813,776.4780765,0
473,13.49663107,159.965008,1118.646915,0
474,7.581534683,167.484705,1781.692875,1
475,10.67669456,129.962093,1086.92093,1
476,11.74759925,139.981577,1551.398147,0
477,9.044025424,124.97808,573.751474,0
478,7.949846907,255.137219,1794.116848,1
479,11.35513416,230.105118,1103.594576,0
480,7.524691972,182.460772,3143.245184,0
481,9.993073346,255.155493,1381.802291,1
482,11.38306511,172.457857,1091.10126,0
483,9.818276662,137.483594,891.9472856,0
484,14.32006623,167.456419,538.1168657,1
485,10.02701706,127.495766,497.9042695,0
486,12.67439697,287.642733,1115.476658,1
487,11.95689175,167.456419,522.7315686,1
488,16.23914454,164.988941,961.5888385,0
489,12.55052929,242.632554,883.9008134,1
490,13.71586929,130.006414,565.3167155,1
491,8.90345193,257.63748,2062.605873,1
492,11.70304454,129.977753,1197.080651,0
493,3.602721856,232.622804,1972.725118,0
494,5.21028807,182.467607,1427.321538,0
495,9.442505655,220.132293,1218.124487,1
496,2.760749024,252.637807,1874.789062,1
497,13.2491569,142.452604,1806.007164,1
498,13.4911859,94.972827,1939.600904,0
499,7.779828793,210.105118,2275.888923,1
500,10.68579941,92.455141,1372.385193,0
501,9.905787776,194.969934,785.6266383,1
502,11.62388139,129.977753,1226.343895,0
503,12.19296315,242.628057,1047.361909,1
504,6.892345443,197.48762,893.5446642,1
505,8.482252615,242.610632,1210.047397,1
506,9.179212931,139.934918,2329.912456,0
507,9.321060469,112.455141,1163.407505,0
508,13.24354261,182.490006,736.9303356,1
509,14.7376853,149.988989,1134.880009,0
510,7.766411994,107.495766,1561.294194,0
511,9.256391341,92.455141,1216.325478,0
512,8.27152774,225.145743,1192.502878,1
513,10.08608649,232.62403,2140.402985,1
514,6.964656883,207.638588,867.2394016,1
515,7.514067308,175.133074,1581.016214,1
516,3.262720061,242.628057,724.6774743,1
517,13.69828326,184.964681,1123.971139,0
518,8.363844619,182.443347,2633.809472,0
519,11.34885042,117.485813,967.7426094,1
520,11.81880212,139.99789,2101.344074,0
521,8.661233766,149.937833,862.3199149,1
522,7.423384386,157.469817,921.1401066,0
523,8.827647599,152.510442,752.1641496,0
524,12.48417719,139.99789,522.7806578,1
525,10.56592379,139.951231,736.161108,1
526,11.60110678,117.439154,2148.889242,1
527,19.07180624,235.137219,1304.999684,1
528,12.13702885,149.977753,292.4731737,0
529,8.088906499,149.991327,655.3814577,1
530,10.16305189,149.97755,660.0908173,0
531,10.14030426,172.456745,1655.780173,0
532,7.823058882,137.439154,1090.76661,1
533,10.36003643,197.494455,1136.118286,0
534,11.24744549,204.961033,673.2665835,0
535,8.503805869,162.482694,831.1303039,0
536,14.78936522,159.964152,729.541703,1
537,14.24429679,169.974105,1163.701618,0
538,6.027816542,129.959755,1720.167182,0
539,10.4766784,119.989722,626.5880936,0
540,8.397331803,179.947583,369.7619068,0
541,12.1663565,167.456419,1197.180331,0
542,9.133118524,240.114868,1164.240281,1
543,13.04068054,194.976769,1651.424177,1
544,10.43511467,245.146969,1489.301457,1
545,12.35764261,139.987503,775.0343206,0
546,12.33031848,197.483972,1808.311421,1
547,18.30717385,190.173699,1942.452213,0
548,14.35467948,197.470195,2847.700412,1
549,9.431168696,149.974105,908.4356314,1
550,11.27381764,204.979684,973.4512833,1
551,10.93898196,152.502178,1097.703155,0
552,6.464103552,225.131966,2936.746847,1
553,5.772344439,202.636202,1883.962411,1
554,11.17925847,127.460067,1808.501398,0
555,10.26897415,162.482694,844.8711719,0
556,10.11933502,104.962874,1215.114995,0
557,8.776451212,169.937833,382.5347203,1
558,9.011401399,159.934918,1043.790368,1
559,10.91857997,217.470195,851.1414085,0
560,7.298432418,245.146969,1762.075547,1
561,13.40423523,177.48762,1350.716866,1
562,9.879567236,162.465269,1052.042079,1
563,7.329478649,147.456419,1159.678094,0
564,9.311560353,134.950905,338.2592054,0
565,11.13291822,127.442069,851.811469,0
566,12.236238,184.978458,669.0040793,0
567,12.03070714,137.468388,910.210446,0
568,5.33893117,182.443347,1981.954133,1
569,15.39425705,172.487091,1695.851887,1
570,7.879092117,162.500692,1305.953642,0
571,7.006566848,137.439154,1950.886897,0
572,10.9783735,220.114868,1631.872719,1
573,9.023888498,159.994242,954.6181316,1
574,6.599742586,159.964152,957.753476,1
575,8.863330522,275.133571,1057.571757,1
576,8.842692082,194.958118,1277.521575,0
577,8.832305481,124.97808,327.6622533,0
578,12.47810556,92.455141,1193.589255,0
579,9.877572075,229.993134,1252.155771,0
580,6.048302665,147.478341,261.1185652,0
581,11.62322378,179.947583,879.6579171,1
582,17.23011599,175.006206,1080.597617,0
583,14.68014234,204.963371,1262.007891,0
584,13.12045068,210.12704,1713.178075,0
585,7.173629507,184.967019,1264.760574,0
586,13.25882319,200.118516,1356.299478,1
587,9.408080299,114.965789,386.0863102,0
588,6.860771245,134.980139,1299.066214,1
589,4.12236456,92.488023,278.5411418,0
590,13.08013867,137.483594,1014.311651,0
591,8.194610203,137.483594,1511.115195,1
592,10.98987178,207.638588,1795.270512,1
593,11.91761523,114.972827,551.1855922,0
594,7.344740595,207.609354,1051.833922,1
595,7.325364653,134.950905,567.3663629,1
596,8.200222508,240.114868,1614.036609,1
597,10.4962468,149.959755,771.6292755,0
598,8.461081572,134.950905,1329.158978,0
599,8.941096681,204.963371,1929.06738,0
600,7.752382962,149.977753,1845.830672,0
601,9.647132151,139.934918,909.6827162,1
602,10.91251295,197.628838,1084.807286,0
603,8.442478548,152.479779,1602.254193,0
604,10.21682783,139.95684,1435.057667,0
605,16.82309021,229.993134,729.7054333,1
606,12.27450189,142.471255,1290.274294,0
607,9.712856304,159.947583,1200.010955,1
608,9.741346714,240.114868,774.8506663,1
609,15.26191649,172.440432,1178.437008,1
610,14.12126974,169.967067,1321.193696,1
611,12.35356432,149.962093,821.4684599,1
612,11.20346894,134.950905,986.2673645,0
613,5.489232783,159.965008,587.538153,0
614,12.74662948,232.637807,1517.166558,1
615,11.58210776,149.962093,520.606284,0
616,5.702833154,184.963371,1138.169594,1
617,12.55174668,182.490006,829.9759818,1
618,16.27747113,159.951231,477.2500925,0
619,9.95126762,147.442069,944.3304649,0
620,10.8901854,242.632554,1499.600891,1
621,10.07652766,162.500489,524.9630078,1
622,11.88831901,172.457857,1035.02733,0
623,13.7568705,140.00128,1281.923094,0
624,10.75643368,144.988941,951.3512058,1
625,5.330342998,150.020764,894.626194,1
626,10.54615588,275.133571,1045.360604,1
627,6.569174155,130.006414,1829.923575,0
628,12.13559132,197.48762,838.8374504,0
629,5.114864238,149.984492,688.2231899,0
630,12.67661786,184.978458,927.5974127,1
631,13.26508243,207.609354,2031.266556,1
632,11.98809409,139.99789,1241.892931,0
633,12.29322885,220.132293,1662.516242,0
634,8.157170567,242.632554,857.6130334,1
635,8.36802634,154.991856,1640.244176,1
636,8.645688486,139.987503,991.424632,0
637,9.435961177,245.145743,2895.881802,1
638,11.06173556,187.609354,1396.347808,1
639,7.48309773,159.965008,640.3809858,1
640,13.31601627,192.440432,2072.694492,1
641,10.34957334,172.440432,1001.860025,1
642,10.38237508,204.961033,1669.613093,0
643,10.27122446,222.649979,878.627791,0
644,9.542022573,159.951231,558.9953054,1
645,9.417040882,159.965008,570.1301629,1
646,11.00921312,152.510442,1178.057753,0
647,13.90587666,187.656013,1219.21915,1
648,14.40659587,184.978458,1000.051774,0
649,13.36710209,127.481989,1233.889856,0
650,8.497807171,220.118516,2245.476461,1
651,7.842029127,162.482694,1243.478237,0
652,8.063885304,245.146969,1502.677072,1
653,9.957204622,162.465269,3249.417944,1
654,13.32489174,149.984492,764.893446,1
655,3.507354765,147.478341,708.0622854,0
656,8.624034211,184.963371,1075.001724,0
657,16.35739677,172.47417,847.7321161,0
658,3.629351785,200.132293,1967.957184,1
659,10.73698075,92.455141,1066.193338,0
660,11.284594,214.966286,961.1315871,1
661,10.40270813,127.458638,1639.197703,0
662,15.0905113,120.003499,1200.853937,0
663,12.95955778,210.105118,2562.992759,1
